Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
CT>AG	2.38449126583855e-18	0.00047803837469278	0.110160457540481	0.000323134706125445	0.0262083271571446	0.036925805136894	0.00175878323448001	0.0203574630672323	0.000535978262226209	0.017444654906195	0.00044222023618993
CT>GA	7.46303933027362e-05	1.47401951992151e-05	1.66207006113709e-05	0.000599089964800069	0.0158035231172295	0.00686165594189371	0.00261025765752193	0.00555838574923943	0.00261542657168803	4.87792048509074e-18	0.0103422474592807
CT>GC	0.000210839227716249	0.000109126306999715	2.59940027003415e-05	6.42708699235736e-05	0.00476068864090455	0.00167334661253267	0.0217754114745145	0.00023650582092814	0.00286407628096823	4.87792048509074e-18	0.00544751137725901
CT>GG	9.03596690212505e-06	7.31309131983162e-05	5.78825561989017e-05	0.000824305063008712	0.000559503613467132	0.00636619577170247	0.0055834388396191	0.000305361946008486	0.00957761843153367	4.87792048509074e-18	0.00358412368847484
CT>TA	0.00653434273199967	0.00275258893775399	0.000177802843749548	6.23124777652374e-18	0.00327849485786004	8.26390170658589e-05	1.26185717775391e-17	0.010877271932982	8.30674213965706e-18	0.0026529041234704	0.0371785964700002
CT>TC	0.0087849678215104	3.12720163342466e-05	0.00612646755093551	6.23124777652374e-18	0.000232635712967913	7.75909323129671e-18	0.0882183336659817	0.0177628844410164	2.76277454755778e-05	0.00181029437705797	0.00266580343993526
CT>TG	0.0018741264685889	0.000317606415894691	0.0504418937159042	2.74174902167045e-05	0.000857905540649603	0.0104701017097017	1.26185717775391e-17	0.000963985751124827	8.71194907329887e-18	0.0300838011023815	0.00131952812411511
GC>AA	0.00179895477533664	0.00562989966258146	2.84044846065086e-05	0.397340749839292	0.000177660943274918	1.05590112576089e-17	1.71720634721275e-17	0.017518442057951	1.13042827495494e-17	0.00365501323881263	0.00121330285169461
GC>AG	0.00012182794997533	0.000360180588649405	0.000686441711323958	0.0136888733938537	0.00355321886549836	0.00465614231359622	0.000138668211666517	0.0115703198708328	0.155402556645691	6.63814904402e-18	0.00399176638207527
GC>AT	5.54487959233508e-05	0.00105616031071656	0.00524693951759118	0.0111933796601069	0.00209720060858362	0.00239167965834998	0.000664847590181928	0.00748268339064418	0.157909049494815	0.00694273348058772	0.0330018375660935
GC>CA	6.55821487717661e-05	0.0011747428429796	0.000311660317210304	0.0144157162289255	0.00611794827217388	0.0110551575697135	0.00127270824406255	0.00655923063100025	0.0343389520329995	9.40628407047368e-05	0.00256006901707563
GC>CG	5.86368170442006e-06	7.41417888635236e-05	1.45967490339002e-17	1.19081084479275e-06	0.000431462290810516	1.15004170805764e-17	0.00503384603994888	0.000328640540932103	0.00313311606140505	6.63814904402e-18	0.00490174352084623
GC>TA	9.41604809622406e-07	0.000815670502295266	0.00556254490210793	0.0214418636346203	0.000296546837646856	0.00105462895572986	1.18532827506721e-05	0.0116246406214	0.0175454499438683	0.00251730078457438	0.00029483259296179
TA>AT	0.000223384893947109	0.00118404688860515	0.000740799071151582	0.0143074458690161	0.000970467942163155	0.00423570052722927	0.0411801114899359	0.00511772292771319	0.00754687986953058	0.00361960679733503	0.00105117093949407
TA>CG	3.33971475109044e-06	8.13763134350447e-06	0.00170639234320434	0.000183078830363398	4.09464816238893e-06	0.000128010085945435	0.00225088423018467	1.10268463081655e-05	0.000657308891862338	0.0014304407631776	0.000275284228100687
TA>CT	0.000310527119902714	0.000120557501385251	0.000175748193431824	0.00410397789400728	0.00117805466775955	0.0128998580817601	0.0214756495404504	0.00216316123748702	0.00691391575144092	0.000563823366507959	0.00159325460784302
TA>GC	8.89116112541956e-06	3.53922379066702e-05	0.00101668286316666	3.30389046054255e-05	2.70900676903298e-05	0.00013048132312585	0.0011143721926488	0.000416276638140794	0.000281912480287626	2.57896984310122e-18	0.000480804644970379
TA>GG	3.10969466227361e-05	3.39713816403439e-05	0.00278949167481906	0.00104482006017158	0.000845915906805317	0.000107745941066042	0.00318075771544129	0.000114489265496264	0.00158241029522415	0.0029896559989527	0.000176766413592051
TA>GT	0.000508698273344902	0.000559731256431524	0.000184944319832326	0.00379335571395626	0.000991226614722794	3.08904647551727e-05	0.0194092640176579	8.07228461793938e-05	0.00378804679902889	0.00125642120561342	0.00125857686477541
TC>AA	9.24310163476948e-06	0.00119683151538022	0.00537692004676019	0.34194522629384	0.0401929386019688	0.04339490185034	0.0277292547616521	0.0392433043237828	0.00344422022235173	0.00504404158792321	0.000196090712294425
TC>AG	2.6202921148108e-06	0.000165080209017962	6.01353170985565e-06	0.0016871703777559	0.0148236332962707	0.00784519186289987	5.65903158401066e-06	0.011732534282368	0.0435894537625544	0.000180811543694073	0.0428327178007178
TC>AT	0.00208605780014064	3.4419223580245e-18	0.00109693086564142	0.00758775554915884	0.000744166288967144	0.000562807242338469	0.0032397955818461	0.0187113693296387	0.0483497581349105	0.00206165191887338	0.0764482684797619
TC>CA	3.74812011244783e-06	0.000562923512751249	0.064150867588851	0.0763286705658547	0.00142267084655483	0.0111803458915723	0.00383399389816722	0.0178010864973859	0.045549579092348	0.016813471959744	0.000254827561599206
TC>CG	2.79837021970086e-05	3.21081006539935e-06	0.000113610696798576	0.000360892059413024	1.05456720094274e-17	0.000816733742248754	0.00230605537048434	0.0110245365239493	0.00727113158052031	0.000561783467861288	0.0029278060268845
TC>CT	0.00161118285376716	0.00276509350105086	0.0190004096370032	7.47046562984961e-06	0.00104461845376404	0.00889690236625964	0.0130016250642645	0.00886008623392621	0.0479764009292355	0.0174806732279879	0.0181632410927094
TC>GA	5.44410206378168e-05	0.000730479924904479	0.0761975190597345	0.0328411774065852	2.44739180596147e-05	0.00695455413933394	1.2789411379864e-17	0.00971979779772042	0.016147699145443	0.0292234155490789	0.000212356301332673
TC>GG	0.000348524290999107	8.1467083150364e-06	0.000173354252873688	9.38319354473861e-06	3.46216401818939e-05	0.00143070527934527	0.00099881907457788	0.00193182245511405	0.00348155594291923	4.94396139768664e-18	0.00662370931390845
TC>GT	0.00432475397590133	7.07368695641964e-05	0.0425060710436051	6.31561103972793e-18	3.84021641098018e-05	7.86414160169915e-18	1.2789411379864e-17	0.000279153401890826	8.54054607981525e-18	0.0306245382123909	0.0137353862989644
TG>AA	0.00113326766403294	0.00238329293112129	6.38202345697831e-05	0.00671525598419225	0.0174687407273398	0.0235686177189654	0.0311897048494074	0.00853435392795313	0.0143860754103532	0.00092419987814301	0.00690207623206139
TG>AC	0.000196047033850953	0.000177136636772528	7.6813575739679e-05	0.000103853238025516	0.00141690897010644	0.0093350211357471	0.00361579764183394	0.00379852747082307	0.00661941571096634	0.000134724911813805	0.000763371394248425
TG>AT	0.00199355844548859	0.0034541644170643	0.000915266238291201	6.16078530659839e-18	0.0197979061576517	0.204261353564368	0.00178029731220068	0.00811010280783523	0.000679241282033135	0.00162711246151939	0.00925565778245784
TG>CA	0.00023078954617897	0.000115943980432928	0.0151907444559812	0.000707610198072159	0.00046195114367854	0.0105365585096552	0.0329838029159661	0.0049923503902246	0.020759653123801	0.0190046735505464	0.049451657294846
TG>CC	8.52018754710893e-05	4.78268919285825e-05	0.000462410082811003	0.000105613462398829	0.00049106571155744	0.00729240760010343	0.00144907920760521	0.00123328813987763	0.0107440310026689	0.000123660547075474	0.0027590675103898
TG>CT	0.0015303249477817	0.00247186124950756	0.00579923388979915	7.22572105245326e-05	0.000318319275475969	0.254171367557471	1.24758819397629e-17	0.0192392949820909	0.000881374746659617	0.00281815878335157	0.00491872099296329
TG>GA	0.000336671488511974	0.0011835948002528	0.000499670399401146	0.00690888066525677	0.00317348789880006	0.00687649081682756	0.0113856223454695	0.000267376868725468	0.00562695860987235	1.31470686890766e-05	0.00644370079902538
TG>GC	7.35383177609693e-05	0.000219005296373308	0.000475785581074132	0.000531587760740777	0.00028338179402129	0.00517585330298848	0.00535469269096019	0.00349267201213343	0.00356009840851147	4.82276133594345e-18	0.00539472625034682
TG>GT	0.00157168508150553	0.005153065797019	0.00984054515073002	2.84276236290183e-05	0.0802591587861666	0.0253247108039079	0.0120204570459442	0.00775491582355046	0.00304110708041645	0.00141233361659883	0.00461901397905513
TT>AA	0.00282314851624007	0.00215730939657102	0.00191243752428499	9.84827100112304e-06	0.00296827167537613	0.000110892121459201	0.201613746172096	0.00219577087300572	0.000193014117597958	0.00586671533578052	0.00261388104748949
TT>AC	0.000370248985736403	0.000172684858890255	0.00144323701366848	3.61103270041178e-07	0.000582794804555557	7.35450339211275e-05	0.0343172333909951	6.93078515781134e-18	0.00376971854311553	2.99809383711267e-18	0.000569902786035443
TT>AG	0.000214950105608078	0.000107615201917116	0.0136008755609087	3.8298831671034e-18	0.000538753375225789	0.00121808962431868	0.046242471994366	0.00895481976141993	0.000519609853240249	0.00281602336117465	0.000695938979100977
TT>CA	0.000372820159248462	2.08723438136918e-18	0.000412183739706143	3.8298831671034e-18	6.33472613647345e-18	4.76893579332312e-18	0.0838198425575057	0.00385793262324188	5.1111949616116e-18	0.000521935364355646	0.00110692656518422
TT>CC	0.00278715208707126	1.49159675215352e-06	0.00484642552738058	3.8298831671034e-18	0.000466356505094664	4.76893579332312e-18	0.0303707515510307	0.000180323082866949	0.00292068283520663	0.00116525104600331	0.00219193379244402
TT>CG	4.3092868062098e-05	7.60814450762865e-06	0.0188868053640567	3.96666470878566e-18	6.33472613647345e-18	6.43519046809869e-06	0.00229067532884893	7.11478830359391e-05	1.12072713443975e-05	0.00347147707455151	5.45791514318561e-18
TT>GA	0.000956476546485707	2.39756659154877e-05	0.00730527377288985	3.8298831671034e-18	1.8038886807672e-05	4.76893579332312e-18	0.0374057843961848	0.00222643806396948	5.19043829434977e-18	0.00351598319089192	0.00038742429781448
TT>GC	0.000545088784556371	7.70825167220273e-07	0.0394959923493638	3.8298831671034e-18	3.41471904118473e-05	2.34999366201103e-07	0.0031486061636238	0.000175416332312747	2.01504474677046e-05	0.0104387072871129	3.16734433008161e-06
TT>GG	0.00082791787088279	2.08723438136918e-18	0.101561123184079	3.8298831671034e-18	6.33472613647345e-18	4.76893579332312e-18	7.7556947463649e-18	0.000329978974770132	5.10553472355887e-18	0.0342697095821111	4.02219850913477e-18
